date,name,value,description
2017-08-14,Borg - Omitted due to Privacy Reasons,-269.49,Borg - Omitted due to Privacy Reasons
2017-08-14,spaarrekening - Omitted due to Privacy Reasons,204.53,spaarrekening - Omitted due to Privacy Reasons
2017-08-14,,14.04,
2017-08-14,Museum - Omitted due to Privacy Reasons,-5.15,Museum - Omitted due to Privacy Reasons
2017-08-14,STUTTGART - Omitted due to Privacy Reasons,-14.01,STUTTGART - Omitted due to Privacy Reasons
2017-08-14,AH - Omitted due to Privacy Reasons,-7.34,AH - Omitted due to Privacy Reasons
2017-08-14,STUTTGART - Omitted due to Privacy Reasons,-9.48,STUTTGART - Omitted due to Privacy Reasons
2017-08-14,Starbucks - Omitted due to Privacy Reasons,-4.61,Starbucks - Omitted due to Privacy Reasons
2017-08-14,lidl - Omitted due to Privacy Reasons,-3.26,lidl - Omitted due to Privacy Reasons
2017-08-14,Kitzbuehel - Omitted due to Privacy Reasons,-5.57,Kitzbuehel - Omitted due to Privacy Reasons
2017-08-14,Billa - Omitted due to Privacy Reasons,-3.55,Billa - Omitted due to Privacy Reasons
2017-08-14,McD - Omitted due to Privacy Reasons,-2.7,McD - Omitted due to Privacy Reasons
2017-08-14,McD - Omitted due to Privacy Reasons,-8.95,McD - Omitted due to Privacy Reasons
2017-08-11,Billa - Omitted due to Privacy Reasons,-4.51,Billa - Omitted due to Privacy Reasons
2017-08-10,spaarrekening - Omitted due to Privacy Reasons,308.65,spaarrekening - Omitted due to Privacy Reasons
2017-08-10,Paylogic - Omitted due to Privacy Reasons,-84.15,Paylogic - Omitted due to Privacy Reasons
2017-08-10,Bankhaus - Omitted due to Privacy Reasons,-62.32,Bankhaus - Omitted due to Privacy Reasons
2017-08-10,Billa - Omitted due to Privacy Reasons,-23.94,Billa - Omitted due to Privacy Reasons
2017-08-09,restaurant - Omitted due to Privacy Reasons,-25.4,restaurant - Omitted due to Privacy Reasons
2017-08-09,bar - Omitted due to Privacy Reasons,-12.24,bar - Omitted due to Privacy Reasons
2017-08-09,Bankhaus - Omitted due to Privacy Reasons,-51.26,Bankhaus - Omitted due to Privacy Reasons
2017-08-09,AH - Omitted due to Privacy Reasons,-12.02,AH - Omitted due to Privacy Reasons
2017-08-09,AH - Omitted due to Privacy Reasons,-24.35,AH - Omitted due to Privacy Reasons
2017-08-08,spaarrekening - Omitted due to Privacy Reasons,194.05,spaarrekening - Omitted due to Privacy Reasons
2017-08-08,MUENCHEN - Omitted due to Privacy Reasons,-5.02,MUENCHEN - Omitted due to Privacy Reasons
2017-08-08,MUENCHEN - Omitted due to Privacy Reasons,-6.06,MUENCHEN - Omitted due to Privacy Reasons
2017-08-08,McDonalds - Omitted due to Privacy Reasons,-8.68,McDonalds - Omitted due to Privacy Reasons
2017-08-08,McDonalds - Omitted due to Privacy Reasons,-1.97,McDonalds - Omitted due to Privacy Reasons
2017-08-08,,-9.41,
2017-08-08,HOSTEL - Omitted due to Privacy Reasons,-88.11,HOSTEL - Omitted due to Privacy Reasons
2017-08-07,Plus - Omitted due to Privacy Reasons,-3.99,Plus - Omitted due to Privacy Reasons
2017-08-07,Plus - Omitted due to Privacy Reasons,-61.16,Plus - Omitted due to Privacy Reasons
2017-08-07,Plus - Omitted due to Privacy Reasons,-2.97,Plus - Omitted due to Privacy Reasons
2017-08-07,,-12.33,
2017-08-07,AH - Omitted due to Privacy Reasons,-45.67,AH - Omitted due to Privacy Reasons
2017-08-07,Billa - Omitted due to Privacy Reasons,-3.66,Billa - Omitted due to Privacy Reasons
2017-08-07,Billa - Omitted due to Privacy Reasons,-2.94,Billa - Omitted due to Privacy Reasons
2017-08-07,AH - Omitted due to Privacy Reasons,-84.57,AH - Omitted due to Privacy Reasons
2017-08-07,,-12.02,
2017-08-04,,-11.75,
2017-08-04,spaarrekening - Omitted due to Privacy Reasons,291.34,spaarrekening - Omitted due to Privacy Reasons
2017-08-04,spaarrekening - Omitted due to Privacy Reasons,101.28,spaarrekening - Omitted due to Privacy Reasons
2017-08-04,,-6.78,
2017-08-04,aldi - Omitted due to Privacy Reasons,-1.64,aldi - Omitted due to Privacy Reasons
2017-08-04,,-7.26,
2017-08-03,,-11.26,
2017-08-03,,-10.01,
2017-08-03,,12.59,
2017-08-03,BERLIN - Omitted due to Privacy Reasons,-1.21,BERLIN - Omitted due to Privacy Reasons
2017-08-03,BERLIN - Omitted due to Privacy Reasons,-77.07,BERLIN - Omitted due to Privacy Reasons
2017-08-03,HOSTEL - Omitted due to Privacy Reasons,-6.44,HOSTEL - Omitted due to Privacy Reasons
2017-08-03,BERLIN - Omitted due to Privacy Reasons,-7.22,BERLIN - Omitted due to Privacy Reasons
2017-08-03,Dunkin Donuts - Omitted due to Privacy Reasons,-3.53,Dunkin Donuts - Omitted due to Privacy Reasons
2017-08-02,restaurant - Omitted due to Privacy Reasons,-25.22,restaurant - Omitted due to Privacy Reasons
2017-08-02,toprekening - Omitted due to Privacy Reasons,99.03,toprekening - Omitted due to Privacy Reasons
2017-08-02,McDonalds - Omitted due to Privacy Reasons,-2.12,McDonalds - Omitted due to Privacy Reasons
2017-08-02,McDonalds - Omitted due to Privacy Reasons,-2.37,McDonalds - Omitted due to Privacy Reasons
2017-08-02,HOSTEL - Omitted due to Privacy Reasons,-41.43,HOSTEL - Omitted due to Privacy Reasons
2017-08-02,AH - Omitted due to Privacy Reasons,-6.8,AH - Omitted due to Privacy Reasons
2017-08-01,eten - Omitted due to Privacy Reasons,-13.75,eten - Omitted due to Privacy Reasons
2017-08-01,NS-Almelo - Omitted due to Privacy Reasons,-19.41,NS-Almelo - Omitted due to Privacy Reasons
2017-08-01,AH to go - Omitted due to Privacy Reasons,-1.79,AH to go - Omitted due to Privacy Reasons
2017-08-01,lidl - Omitted due to Privacy Reasons,-2.32,lidl - Omitted due to Privacy Reasons
2017-07-31,tikkie - Omitted due to Privacy Reasons,10.77,tikkie - Omitted due to Privacy Reasons
2017-07-31,Poiesz - Omitted due to Privacy Reasons,-4.06,Poiesz - Omitted due to Privacy Reasons
2017-07-31,De ll Heeren - Omitted due to Privacy Reasons,-30.5,De ll Heeren - Omitted due to Privacy Reasons
2017-07-31,,-13.2,
2017-07-28,jumbo - Omitted due to Privacy Reasons,-11.36,jumbo - Omitted due to Privacy Reasons
2017-07-28,AnderZorg NV - Omitted due to Privacy Reasons,-71.68,AnderZorg NV - Omitted due to Privacy Reasons
2017-07-27,Media Markt - Omitted due to Privacy Reasons,-16.27,Media Markt - Omitted due to Privacy Reasons
2017-07-27,Basic Fit - Omitted due to Privacy Reasons,-18.09,Basic Fit - Omitted due to Privacy Reasons
2017-07-25,NS-Heerenveen - Omitted due to Privacy Reasons,-18.32,NS-Heerenveen - Omitted due to Privacy Reasons
2017-07-25,salaris - Omitted due to Privacy Reasons,69.05,salaris - Omitted due to Privacy Reasons
2017-07-25,Albert Heijn - Omitted due to Privacy Reasons,-2.96,Albert Heijn - Omitted due to Privacy Reasons
2017-07-25,ov-chipkaart - Omitted due to Privacy Reasons,-20.34,ov-chipkaart - Omitted due to Privacy Reasons
2017-07-24,Boekhandel - Omitted due to Privacy Reasons,-9.03,Boekhandel - Omitted due to Privacy Reasons
2017-07-24,studiefinanciering - Omitted due to Privacy Reasons,109.62,studiefinanciering - Omitted due to Privacy Reasons
2017-07-21,,241.07,
2017-07-21,Interrail - Omitted due to Privacy Reasons,-219.67,Interrail - Omitted due to Privacy Reasons
2017-07-20,Athina - Omitted due to Privacy Reasons,-48.61,Athina - Omitted due to Privacy Reasons
2017-07-20,zorgtoeslag - Omitted due to Privacy Reasons,91.16,zorgtoeslag - Omitted due to Privacy Reasons
2017-07-19,toprekening - Omitted due to Privacy Reasons,65.37,toprekening - Omitted due to Privacy Reasons
2017-07-18,lidl - Omitted due to Privacy Reasons,-2.41,lidl - Omitted due to Privacy Reasons
2017-07-18,action - Omitted due to Privacy Reasons,-0.6,action - Omitted due to Privacy Reasons
2017-07-18,action - Omitted due to Privacy Reasons,-15.55,action - Omitted due to Privacy Reasons
2017-07-17,Gerrit - Omitted due to Privacy Reasons,-3.05,Gerrit - Omitted due to Privacy Reasons
2017-07-17,Sanifair - Omitted due to Privacy Reasons,-0.64,Sanifair - Omitted due to Privacy Reasons
2017-07-17,Vodafone - Omitted due to Privacy Reasons,-20.09,Vodafone - Omitted due to Privacy Reasons
2017-07-17,,-17.15,
2017-07-17,Kamernet - Omitted due to Privacy Reasons,-20.41,Kamernet - Omitted due to Privacy Reasons
2017-07-13,Albert Heijn - Omitted due to Privacy Reasons,-1.71,Albert Heijn - Omitted due to Privacy Reasons
2017-07-13,Starbucks - Omitted due to Privacy Reasons,-4.33,Starbucks - Omitted due to Privacy Reasons
2017-07-13,,-9.38,
2017-07-12,lidl - Omitted due to Privacy Reasons,-2.49,lidl - Omitted due to Privacy Reasons
2017-07-11,Fashion - Omitted due to Privacy Reasons,-43.68,Fashion - Omitted due to Privacy Reasons
2017-07-11,lidl - Omitted due to Privacy Reasons,-2.27,lidl - Omitted due to Privacy Reasons
2017-07-11,Albert Heijn - Omitted due to Privacy Reasons,-7.45,Albert Heijn - Omitted due to Privacy Reasons
2017-07-04,toprekening - Omitted due to Privacy Reasons,-78.47,toprekening - Omitted due to Privacy Reasons
2017-07-04,,90.27,
2017-07-04,lidl - Omitted due to Privacy Reasons,-1.08,lidl - Omitted due to Privacy Reasons
2017-07-03,toprekening - Omitted due to Privacy Reasons,-22.32,toprekening - Omitted due to Privacy Reasons
2017-07-03,,104.13,
2017-07-03,,-19.68,
2017-07-03,lidl - Omitted due to Privacy Reasons,-1.24,lidl - Omitted due to Privacy Reasons
2017-07-03,,13.91,
2017-06-30,TickerSwap - Omitted due to Privacy Reasons,-24.85,TickerSwap - Omitted due to Privacy Reasons
2017-06-29,lidl - Omitted due to Privacy Reasons,-1.63,lidl - Omitted due to Privacy Reasons
2017-06-29,,-15.98,
2017-06-29,AnderZorg NV - Omitted due to Privacy Reasons,-73.27,AnderZorg NV - Omitted due to Privacy Reasons
2017-06-28,,-21.99,
2017-06-28,lidl - Omitted due to Privacy Reasons,-1.37,lidl - Omitted due to Privacy Reasons
2017-06-28,Hanzehogeschool - Omitted due to Privacy Reasons,-2.63,Hanzehogeschool - Omitted due to Privacy Reasons
2017-06-27,Basic Fit - Omitted due to Privacy Reasons,-21.88,Basic Fit - Omitted due to Privacy Reasons
2017-06-26,Stichting De Lawei - Omitted due to Privacy Reasons,-5.64,Stichting De Lawei - Omitted due to Privacy Reasons
2017-06-26,schouwburg - Omitted due to Privacy Reasons,-11.19,schouwburg - Omitted due to Privacy Reasons
2017-06-26,toprekening - Omitted due to Privacy Reasons,-156.73,toprekening - Omitted due to Privacy Reasons
2017-06-26,,157.81,
2017-06-23,toprekening - Omitted due to Privacy Reasons,-308.0,toprekening - Omitted due to Privacy Reasons
2017-06-23,salaris - Omitted due to Privacy Reasons,156.64,salaris - Omitted due to Privacy Reasons
2017-06-23,Mode - Omitted due to Privacy Reasons,-16.72,Mode - Omitted due to Privacy Reasons
2017-06-23,studiefinanciering - Omitted due to Privacy Reasons,109.89,studiefinanciering - Omitted due to Privacy Reasons
2017-06-22,lidl - Omitted due to Privacy Reasons,-2.76,lidl - Omitted due to Privacy Reasons
2017-06-20,zorgtoeslag - Omitted due to Privacy Reasons,87.56,zorgtoeslag - Omitted due to Privacy Reasons
2017-06-19,toprekening - Omitted due to Privacy Reasons,257.47,toprekening - Omitted due to Privacy Reasons
2017-06-15,Media Markt - Omitted due to Privacy Reasons,-10.88,Media Markt - Omitted due to Privacy Reasons
2017-06-15,Kiosk - Omitted due to Privacy Reasons,-1.03,Kiosk - Omitted due to Privacy Reasons
2017-06-15,Media Markt - Omitted due to Privacy Reasons,-192.96,Media Markt - Omitted due to Privacy Reasons
2017-06-14,toprekening - Omitted due to Privacy Reasons,154.67,toprekening - Omitted due to Privacy Reasons
2017-06-13,PayPal - Omitted due to Privacy Reasons,5.36,PayPal - Omitted due to Privacy Reasons
2017-06-13,Hanzehogeschool - Omitted due to Privacy Reasons,-1.9,Hanzehogeschool - Omitted due to Privacy Reasons
2017-06-13,PayPal - Omitted due to Privacy Reasons,-7.86,PayPal - Omitted due to Privacy Reasons
2017-06-12,Pepe & Coco - Omitted due to Privacy Reasons,-64.28,Pepe & Coco - Omitted due to Privacy Reasons
2017-06-09,toprekening - Omitted due to Privacy Reasons,108.46,toprekening - Omitted due to Privacy Reasons
2017-06-09,McDonalds - Omitted due to Privacy Reasons,-8.6,McDonalds - Omitted due to Privacy Reasons
2017-06-08,Vodafone - Omitted due to Privacy Reasons,-21.23,Vodafone - Omitted due to Privacy Reasons
2017-06-08,,-48.46,
2017-06-08,toprekening - Omitted due to Privacy Reasons,96.99,toprekening - Omitted due to Privacy Reasons
2017-06-08,restaurant - Omitted due to Privacy Reasons,-4.39,restaurant - Omitted due to Privacy Reasons
2017-06-02,Boekhandel - Omitted due to Privacy Reasons,-5.32,Boekhandel - Omitted due to Privacy Reasons
2017-06-01,De Vergulde Turf - Omitted due to Privacy Reasons,-12.44,De Vergulde Turf - Omitted due to Privacy Reasons
2017-05-31,,-3.26,
2017-05-31,Vodafone - Omitted due to Privacy Reasons,-9.06,Vodafone - Omitted due to Privacy Reasons
2017-05-30,Drogisterij - Omitted due to Privacy Reasons,-5.4,Drogisterij - Omitted due to Privacy Reasons
2017-05-30,toprekening - Omitted due to Privacy Reasons,49.69,toprekening - Omitted due to Privacy Reasons
2017-05-30,,-32.24,
2017-05-30,Hanze Groningen - Omitted due to Privacy Reasons,-2.33,Hanze Groningen - Omitted due to Privacy Reasons
2017-05-29,stuvia - Omitted due to Privacy Reasons,14.89,stuvia - Omitted due to Privacy Reasons
2017-05-29,,-10.55,
2017-05-29,AnderZorg NV - Omitted due to Privacy Reasons,-78.15,AnderZorg NV - Omitted due to Privacy Reasons
2017-05-29,Drogisterij - Omitted due to Privacy Reasons,-28.64,Drogisterij - Omitted due to Privacy Reasons
2017-05-29,,-6.52,
2017-05-26,,27.29,
2017-05-26,toprekening - Omitted due to Privacy Reasons,54.87,toprekening - Omitted due to Privacy Reasons
2017-05-26,MC Donalds - Omitted due to Privacy Reasons,-3.69,MC Donalds - Omitted due to Privacy Reasons
2017-05-26,Basic Fit - Omitted due to Privacy Reasons,-20.98,Basic Fit - Omitted due to Privacy Reasons
2017-05-24,toprekening - Omitted due to Privacy Reasons,-319.36,toprekening - Omitted due to Privacy Reasons
2017-05-24,salaris - Omitted due to Privacy Reasons,159.76,salaris - Omitted due to Privacy Reasons
2017-05-24,Hanzehogeschool - Omitted due to Privacy Reasons,-2.97,Hanzehogeschool - Omitted due to Privacy Reasons
2017-05-24,studiefinanciering - Omitted due to Privacy Reasons,108.75,studiefinanciering - Omitted due to Privacy Reasons
2017-05-24,toprekening - Omitted due to Privacy Reasons,162.45,toprekening - Omitted due to Privacy Reasons
2017-05-23,Ryanair - Omitted due to Privacy Reasons,-91.25,Ryanair - Omitted due to Privacy Reasons
2017-05-23,hotel - Omitted due to Privacy Reasons,-51.27,hotel - Omitted due to Privacy Reasons
2017-05-22,Mitra - Omitted due to Privacy Reasons,-12.22,Mitra - Omitted due to Privacy Reasons
2017-05-22,Mode - Omitted due to Privacy Reasons,-17.69,Mode - Omitted due to Privacy Reasons
2017-05-22,zorgtoeslag - Omitted due to Privacy Reasons,97.58,zorgtoeslag - Omitted due to Privacy Reasons
2017-05-17,Hanzehogeschool - Omitted due to Privacy Reasons,-1.08,Hanzehogeschool - Omitted due to Privacy Reasons
2017-05-17,Hanzehogeschool - Omitted due to Privacy Reasons,-2.78,Hanzehogeschool - Omitted due to Privacy Reasons
2017-05-16,toprekening - Omitted due to Privacy Reasons,-103.14,toprekening - Omitted due to Privacy Reasons
2017-05-16,,150.9,
2017-05-15,,-5.81,
2017-05-15,,-23.01,
2017-05-15,,18.25,
2017-05-15,H&M - Omitted due to Privacy Reasons,-21.91,H&M - Omitted due to Privacy Reasons
2017-05-15,,-13.67,
2017-05-15,cafe - Omitted due to Privacy Reasons,-8.08,cafe - Omitted due to Privacy Reasons
2017-05-12,toprekening - Omitted due to Privacy Reasons,54.93,toprekening - Omitted due to Privacy Reasons
2017-05-08,,-11.95,
2017-05-08,8 van Drachten - Omitted due to Privacy Reasons,-12.02,8 van Drachten - Omitted due to Privacy Reasons
2017-05-05,Albert Heijn - Omitted due to Privacy Reasons,-4.67,Albert Heijn - Omitted due to Privacy Reasons
2017-05-05,Vodafone - Omitted due to Privacy Reasons,-9.04,Vodafone - Omitted due to Privacy Reasons
2017-05-05,Kiosk - Omitted due to Privacy Reasons,-2.08,Kiosk - Omitted due to Privacy Reasons
2017-05-04,toprekening - Omitted due to Privacy Reasons,67.43,toprekening - Omitted due to Privacy Reasons
2017-05-04,Kiosk - Omitted due to Privacy Reasons,-2.19,Kiosk - Omitted due to Privacy Reasons
2017-05-04,Expert - Omitted due to Privacy Reasons,-4.62,Expert - Omitted due to Privacy Reasons
2017-05-03,Hanzehogeschool - Omitted due to Privacy Reasons,-1.98,Hanzehogeschool - Omitted due to Privacy Reasons
2017-05-02,PayPal - Omitted due to Privacy Reasons,-36.87,PayPal - Omitted due to Privacy Reasons
2017-04-28,AnderZorg NV - Omitted due to Privacy Reasons,-77.46,AnderZorg NV - Omitted due to Privacy Reasons
2017-04-27,Basic Fit - Omitted due to Privacy Reasons,-18.61,Basic Fit - Omitted due to Privacy Reasons
2017-04-26,toprekening - Omitted due to Privacy Reasons,49.99,toprekening - Omitted due to Privacy Reasons
2017-04-25,toprekening - Omitted due to Privacy Reasons,-143.26,toprekening - Omitted due to Privacy Reasons
2017-04-25,salaris - Omitted due to Privacy Reasons,168.91,salaris - Omitted due to Privacy Reasons
2017-04-25,PayPal - Omitted due to Privacy Reasons,-10.47,PayPal - Omitted due to Privacy Reasons
2017-04-24,toprekening - Omitted due to Privacy Reasons,-165.84,toprekening - Omitted due to Privacy Reasons
2017-04-24,studiefinanciering - Omitted due to Privacy Reasons,98.34,studiefinanciering - Omitted due to Privacy Reasons
2017-04-21,Kiosk - Omitted due to Privacy Reasons,-1.85,Kiosk - Omitted due to Privacy Reasons
2017-04-20,zorgtoeslag - Omitted due to Privacy Reasons,83.5,zorgtoeslag - Omitted due to Privacy Reasons
2017-04-19,Albert Heijn - Omitted due to Privacy Reasons,-3.65,Albert Heijn - Omitted due to Privacy Reasons
2017-04-19,Hanzehogeschool - Omitted due to Privacy Reasons,-2.19,Hanzehogeschool - Omitted due to Privacy Reasons
2017-04-13,pizza - Omitted due to Privacy Reasons,-9.54,pizza - Omitted due to Privacy Reasons
2017-04-10,toprekening - Omitted due to Privacy Reasons,88.6,toprekening - Omitted due to Privacy Reasons
2017-04-10,Ryanair - Omitted due to Privacy Reasons,-80.67,Ryanair - Omitted due to Privacy Reasons
2017-04-10,toprekening - Omitted due to Privacy Reasons,-512.29,toprekening - Omitted due to Privacy Reasons
2017-04-10,opname - Omitted due to Privacy Reasons,548.87,opname - Omitted due to Privacy Reasons
2017-04-10,Transip B.V. - Omitted due to Privacy Reasons,-9.29,Transip B.V. - Omitted due to Privacy Reasons
2017-04-07,Mode - Omitted due to Privacy Reasons,-9.52,Mode - Omitted due to Privacy Reasons
2017-04-04,Kiosk - Omitted due to Privacy Reasons,-1.05,Kiosk - Omitted due to Privacy Reasons
2017-04-03,,-16.25,
2017-04-03,toprekening - Omitted due to Privacy Reasons,92.78,toprekening - Omitted due to Privacy Reasons
2017-03-31,Van Haren - Omitted due to Privacy Reasons,-49.52,Van Haren - Omitted due to Privacy Reasons
2017-03-29,Albert Heijn - Omitted due to Privacy Reasons,-1.63,Albert Heijn - Omitted due to Privacy Reasons
2017-03-29,AnderZorg NV - Omitted due to Privacy Reasons,-79.79,AnderZorg NV - Omitted due to Privacy Reasons
2017-03-27,Basic Fit - Omitted due to Privacy Reasons,-20.95,Basic Fit - Omitted due to Privacy Reasons
2017-03-24,,24.18,
2017-03-24,toprekening - Omitted due to Privacy Reasons,0.06,toprekening - Omitted due to Privacy Reasons
2017-03-24,toprekening - Omitted due to Privacy Reasons,-327.96,toprekening - Omitted due to Privacy Reasons
2017-03-24,salaris - Omitted due to Privacy Reasons,230.9,salaris - Omitted due to Privacy Reasons
2017-03-24,studiefinanciering - Omitted due to Privacy Reasons,111.76,studiefinanciering - Omitted due to Privacy Reasons
2017-03-23,jumbo - Omitted due to Privacy Reasons,-3.34,jumbo - Omitted due to Privacy Reasons
2017-03-22,Hanzehogeschool - Omitted due to Privacy Reasons,-2.57,Hanzehogeschool - Omitted due to Privacy Reasons
2017-03-21,Hanzehogeschool - Omitted due to Privacy Reasons,-2.78,Hanzehogeschool - Omitted due to Privacy Reasons
2017-03-20,zorgtoeslag - Omitted due to Privacy Reasons,80.35,zorgtoeslag - Omitted due to Privacy Reasons
2017-03-17,bol.com - Omitted due to Privacy Reasons,-20.07,bol.com - Omitted due to Privacy Reasons
2017-03-17,Hanzehogeschool - Omitted due to Privacy Reasons,-3.17,Hanzehogeschool - Omitted due to Privacy Reasons
2017-03-15,,23.33,
2017-03-15,Media Markt - Omitted due to Privacy Reasons,-39.07,Media Markt - Omitted due to Privacy Reasons
2017-03-15,Hanzehogeschool - Omitted due to Privacy Reasons,-2.9,Hanzehogeschool - Omitted due to Privacy Reasons
2017-03-14,jumbo - Omitted due to Privacy Reasons,-3.96,jumbo - Omitted due to Privacy Reasons
2017-03-14,Kiosk - Omitted due to Privacy Reasons,-1.89,Kiosk - Omitted due to Privacy Reasons
2017-03-13,Hanzehogeschool - Omitted due to Privacy Reasons,-1.02,Hanzehogeschool - Omitted due to Privacy Reasons
2017-03-10,jumbo - Omitted due to Privacy Reasons,-5.17,jumbo - Omitted due to Privacy Reasons
2017-03-09,,38.45,
2017-03-09,Kiosk - Omitted due to Privacy Reasons,-1.95,Kiosk - Omitted due to Privacy Reasons
2017-03-06,doner - Omitted due to Privacy Reasons,-6.38,doner - Omitted due to Privacy Reasons
2017-03-06,toprekening - Omitted due to Privacy Reasons,-101.85,toprekening - Omitted due to Privacy Reasons
2017-03-06,toprekening - Omitted due to Privacy Reasons,151.04,toprekening - Omitted due to Privacy Reasons
2017-03-06,,-7.38,
2017-03-03,Kiosk - Omitted due to Privacy Reasons,-1.36,Kiosk - Omitted due to Privacy Reasons
2017-03-02,Kiosk - Omitted due to Privacy Reasons,-1.46,Kiosk - Omitted due to Privacy Reasons
2017-03-01,PayPal - Omitted due to Privacy Reasons,4.68,PayPal - Omitted due to Privacy Reasons
2017-03-01,Kiosk - Omitted due to Privacy Reasons,-1.91,Kiosk - Omitted due to Privacy Reasons
2017-03-01,PayPal - Omitted due to Privacy Reasons,-62.74,PayPal - Omitted due to Privacy Reasons
2017-02-28,toprekening - Omitted due to Privacy Reasons,-312.22,toprekening - Omitted due to Privacy Reasons
2017-02-28,storting ing - Omitted due to Privacy Reasons,298.76,storting ing - Omitted due to Privacy Reasons
2017-02-28,AnderZorg NV - Omitted due to Privacy Reasons,-83.3,AnderZorg NV - Omitted due to Privacy Reasons
2017-02-27,toprekening - Omitted due to Privacy Reasons,103.78,toprekening - Omitted due to Privacy Reasons
2017-02-27,Albert Heijn - Omitted due to Privacy Reasons,-5.44,Albert Heijn - Omitted due to Privacy Reasons
2017-02-27,Basic Fit - Omitted due to Privacy Reasons,-18.31,Basic Fit - Omitted due to Privacy Reasons
2017-02-27,toprekening - Omitted due to Privacy Reasons,-65.09,toprekening - Omitted due to Privacy Reasons
2017-02-24,studiefinanciering - Omitted due to Privacy Reasons,99.8,studiefinanciering - Omitted due to Privacy Reasons
2017-02-23,Media Markt - Omitted due to Privacy Reasons,-359.94,Media Markt - Omitted due to Privacy Reasons
2017-02-22,toprekening - Omitted due to Privacy Reasons,262.43,toprekening - Omitted due to Privacy Reasons
2017-02-21,Albert Heijn - Omitted due to Privacy Reasons,-1.65,Albert Heijn - Omitted due to Privacy Reasons
2017-02-20,espresso - Omitted due to Privacy Reasons,-3.39,espresso - Omitted due to Privacy Reasons
2017-02-20,Ineke Reitsma - Omitted due to Privacy Reasons,-152.14,Ineke Reitsma - Omitted due to Privacy Reasons
2017-02-20,zorgtoeslag - Omitted due to Privacy Reasons,80.23,zorgtoeslag - Omitted due to Privacy Reasons
2017-02-20,toprekening - Omitted due to Privacy Reasons,194.98,toprekening - Omitted due to Privacy Reasons
2017-02-09,Hanzehogeschool - Omitted due to Privacy Reasons,-3.02,Hanzehogeschool - Omitted due to Privacy Reasons
2017-02-07,Hanzehogeschool - Omitted due to Privacy Reasons,-1.02,Hanzehogeschool - Omitted due to Privacy Reasons
2017-02-06,Hanzehogeschool - Omitted due to Privacy Reasons,-0.98,Hanzehogeschool - Omitted due to Privacy Reasons
2017-02-06,,10.96,
2017-02-03,Basic Fit - Omitted due to Privacy Reasons,-21.29,Basic Fit - Omitted due to Privacy Reasons
2017-01-31,,4.07,
2017-01-30,,9.39,
2017-01-30,BIGBAZAR - Omitted due to Privacy Reasons,-35.32,BIGBAZAR - Omitted due to Privacy Reasons
2017-01-30,action - Omitted due to Privacy Reasons,-12.62,action - Omitted due to Privacy Reasons
2017-01-30,AnderZorg NV - Omitted due to Privacy Reasons,-83.22,AnderZorg NV - Omitted due to Privacy Reasons
2017-01-30,,10.24,
2017-01-27,C&A - Omitted due to Privacy Reasons,-9.97,C&A - Omitted due to Privacy Reasons
2017-01-26,toprekening - Omitted due to Privacy Reasons,-659.89,toprekening - Omitted due to Privacy Reasons
2017-01-26,salaris - Omitted due to Privacy Reasons,732.24,salaris - Omitted due to Privacy Reasons
2017-01-26,jumbo - Omitted due to Privacy Reasons,-2.42,jumbo - Omitted due to Privacy Reasons
2017-01-24,toprekening - Omitted due to Privacy Reasons,-130.54,toprekening - Omitted due to Privacy Reasons
2017-01-24,studiefinanciering - Omitted due to Privacy Reasons,95.82,studiefinanciering - Omitted due to Privacy Reasons
2017-01-23,Kiosk - Omitted due to Privacy Reasons,-1.09,Kiosk - Omitted due to Privacy Reasons
2017-01-20,zorgtoeslag - Omitted due to Privacy Reasons,82.87,zorgtoeslag - Omitted due to Privacy Reasons
2017-01-19,Vodafone - Omitted due to Privacy Reasons,-10.64,Vodafone - Omitted due to Privacy Reasons
2017-01-17,Albert Heijn - Omitted due to Privacy Reasons,-1.8,Albert Heijn - Omitted due to Privacy Reasons
2017-01-17,Hanzehogeschool - Omitted due to Privacy Reasons,-2.68,Hanzehogeschool - Omitted due to Privacy Reasons
2017-01-16,Kiosk - Omitted due to Privacy Reasons,-2.06,Kiosk - Omitted due to Privacy Reasons
2017-01-11,PayPal - Omitted due to Privacy Reasons,-31.95,PayPal - Omitted due to Privacy Reasons
2017-01-10,Mode - Omitted due to Privacy Reasons,-19.39,Mode - Omitted due to Privacy Reasons
2017-01-10,toprekening - Omitted due to Privacy Reasons,97.96,toprekening - Omitted due to Privacy Reasons
2017-01-09,Hanzehogeschool - Omitted due to Privacy Reasons,-0.97,Hanzehogeschool - Omitted due to Privacy Reasons
2017-01-09,AnderZorg NV - Omitted due to Privacy Reasons,-81.88,AnderZorg NV - Omitted due to Privacy Reasons
2017-01-05,Intersport - Omitted due to Privacy Reasons,-2.8,Intersport - Omitted due to Privacy Reasons
2017-01-04,toprekening - Omitted due to Privacy Reasons,-215.22,toprekening - Omitted due to Privacy Reasons
2017-01-04,storting ing - Omitted due to Privacy Reasons,191.9,storting ing - Omitted due to Privacy Reasons
2017-01-04,PayPal - Omitted due to Privacy Reasons,-14.86,PayPal - Omitted due to Privacy Reasons
2017-01-03,PayPal - Omitted due to Privacy Reasons,3.09,PayPal - Omitted due to Privacy Reasons
2017-01-02,doner - Omitted due to Privacy Reasons,-6.66,doner - Omitted due to Privacy Reasons
2017-01-02,,25.28,
